Track Name,Track ID,Artists,Artist Count,Track_Name
Boy's a liar Pt. 2,6AQbmUe0Qwf5PZnt4HmTXv,ice spice,2,boys a liar pt 2
In the Name of Love,23L5CiUhw2jV1OIMwthR3S,martin garrix,2,in the name of love
In the Name of Love,23L5CiUhw2jV1OIMwthR3S,bebe rexha,2,in the name of love
Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,flo rida,2,wild ones feat sia
Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,sia,2,wild ones feat sia
Marry The Night,02d1E4NRuh7OEQO4vCb9PD,lady gaga,1,marry the night
There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,shawn mendes,1,theres nothing holdin me back
Maps,5rwdhliMmo0aAQ08vU0AOZ,maroon 5,1,maps
Smile,79z9QkhHePTFsSeVw9uyj0,lily allen,1,smile
Three Trees,6NWq3JOKCQ21Av7y2q5RFb,jacob tillberg,1,three trees
Cool Kids,13P5rwmk2EsoFRIz9UCeh9,echosmith,1,cool kids
Telephone,6nCDnzErqalOaIY3EJM8NK,lady gaga,2,telephone
Telephone,6nCDnzErqalOaIY3EJM8NK,beyoncé,2,telephone
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,meghan trainor,2,like im gonna lose you feat john legend
Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,john legend,2,like im gonna lose you feat john legend
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,ed sheeran,1,photograph
Flames,33IOhptvC2Qoy2UhjiHXLV,david guetta,2,flames
Flames,33IOhptvC2Qoy2UhjiHXLV,sia,2,flames
Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,miley cyrus,1,wrecking ball
Flowers - RudeLies Remix,5IR4eSVnuXPu8pJtQuzC5I,jacob tillberg,2,flowers  rudelies remix
Flowers - RudeLies Remix,5IR4eSVnuXPu8pJtQuzC5I,rudelies,2,flowers  rudelies remix
Price Tag,2fTsFCKRFQ5M0igJgabnLA,jessie j,2,price tag
Price Tag,2fTsFCKRFQ5M0igJgabnLA,b.o.b,2,price tag
Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,rema,2,calm down with selena gomez
Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,selena gomez,2,calm down with selena gomez
Ain't No Other Man,7huo2wvrCgRucUsjdSDLQV,christina aguilera,1,aint no other man
Gold Digger,3QHPHLAkYV5cQBUYs6rowx,kanye west,2,gold digger
Gold Digger,3QHPHLAkYV5cQBUYs6rowx,jamie foxx,2,gold digger
We Are Never Ever Getting Back Together,0VwNdo84DaVYLIkbVO86ND,taylor swift,1,we are never ever getting back together
Blinding Lights,365hbjh0wlAIGOfRW5hdZc,jacob tillberg,1,blinding lights
Bad Romance,0SiywuOBRcynK0uKGWdCnn,lady gaga,1,bad romance
IDGAF,5fHNot2sHBsTUMqaGQlksX,dua lipa,1,idgaf
Flowers,1FvOiE8MGWB8MUCAPvro3h,jacob tillberg,1,flowers
It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,kygo,2,it aint me with selena gomez
It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,selena gomez,2,it aint me with selena gomez
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,ed sheeran,1,thinking out loud
What the Hell,2z4U9d5OAA4YLNXoCgioxo,avril lavigne,1,what the hell
Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,dnce,1,cake by the ocean
E.T.,05PNBWOlexyIehkrSmvZSY,katy perry,1,et
Animals,2bL2gyO6kBdLkNSkxXNh6x,maroon 5,1,animals
Training Season,6Qb7YsAqH4wWFUMbGsCpap,dua lipa,1,training season
What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,one direction,1,what makes you beautiful
I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,sam smith,1,im not the only one
Stockholm,198asGCZWwoQVdLxYSlPTx,jubël,1,stockholm
Water,5aIVCx5tnk0ntmdiinnYvw,tyla,1,water
